Date,Time Spent (seconds),Number of People,Category
2017-04-04T11:05:00,88,1,Search
2017-04-04T11:05:00,44,1,Uncategorized
2017-04-04T11:05:00,36,1,Travel & Outdoors
2017-04-04T11:05:00,17,1,Browsers
2017-04-04T11:05:00,9,1,Instant Message
2017-04-04T11:05:00,4,1,Video
2017-04-04T11:05:00,1,1,General Reference & Learning
2017-04-04T11:10:00,141,1,Writing
2017-04-04T11:10:00,141,1,Science & Technology
2017-04-04T11:10:00,13,1,Search
2017-04-04T11:10:00,4,1,Browsers
2017-04-04T11:10:00,1,1,Video
2017-04-04T11:15:00,224,1,Writing
2017-04-04T11:15:00,40,1,General Reference & Learning
2017-04-04T11:15:00,34,1,Search
2017-04-04T11:15:00,2,1,Video
2017-04-04T11:20:00,184,1,Video
2017-04-04T11:20:00,135,1,General Social Networking
2017-04-04T11:20:00,114,1,Writing
2017-04-04T11:20:00,19,1,Instant Message
2017-04-04T11:20:00,2,1,Search
2017-04-04T11:20:00,2,1,General Reference & Learning
2017-04-04T11:25:00,300,1,Video
2017-04-04T11:25:00,195,1,General Social Networking
2017-04-04T11:25:00,30,1,Instant Message
2017-04-04T11:25:00,1,1,Search
2017-04-04T11:30:00,135,1,Email
2017-04-04T11:30:00,84,1,Video
2017-04-04T11:30:00,76,1,General Shopping
2017-04-04T11:30:00,52,1,Travel & Outdoors
2017-04-04T11:30:00,4,1,General Reference & Learning
2017-04-04T11:30:00,4,1,Instant Message
2017-04-04T11:30:00,3,1,Search
2017-04-04T11:35:00,173,1,Uncategorized
2017-04-04T11:35:00,105,1,General Shopping
2017-04-04T11:35:00,20,1,Search
2017-04-04T11:35:00,2,1,Browsers
2017-04-04T11:40:00,138,1,General Shopping
2017-04-04T11:40:00,94,1,Uncategorized
2017-04-04T11:40:00,54,1,Science & Technology
2017-04-04T11:40:00,14,1,Search
2017-04-04T11:45:00,269,1,General Shopping
2017-04-04T11:45:00,13,1,Writing
2017-04-04T11:45:00,11,1,Email
2017-04-04T11:45:00,3,1,Video
2017-04-04T11:45:00,2,1,Search
2017-04-04T11:50:00,253,1,Writing
2017-04-04T11:50:00,27,1,Instant Message
2017-04-04T11:50:00,9,1,Travel & Outdoors
2017-04-04T11:50:00,7,1,Uncategorized
2017-04-04T11:50:00,2,1,General Reference & Learning
2017-04-04T11:50:00,2,1,Video
2017-04-04T11:55:00,196,1,Writing
2017-04-04T11:55:00,83,1,Video
2017-04-04T11:55:00,3,1,Uncategorized
2017-04-04T11:55:00,2,1,Browsers
2017-04-04T11:55:00,1,1,Instant Message
2017-04-04T12:10:00,27,1,Video
2017-04-04T12:15:00,299,1,Video
2017-04-04T12:15:00,1,1,Instant Message
2017-04-04T12:20:00,293,1,Writing
2017-04-04T12:20:00,7,1,Instant Message
2017-04-04T12:25:00,186,1,Writing
2017-04-04T12:25:00,63,1,Search
2017-04-04T12:25:00,24,1,General Reference & Learning
2017-04-04T12:25:00,9,1,Browsers
2017-04-04T12:25:00,9,1,Video
2017-04-04T12:25:00,8,1,General Software Development
2017-04-04T12:25:00,7,1,General Social Networking
2017-04-04T12:25:00,1,1,Instant Message
2017-04-04T12:30:00,300,1,Writing
2017-04-04T12:35:00,233,1,Writing
2017-04-04T12:35:00,66,1,Email
2017-04-04T12:35:00,1,1,Search
2017-04-04T12:40:00,300,1,Writing
2017-04-04T12:45:00,300,1,Writing
2017-04-04T12:50:00,300,1,Writing
2017-04-04T12:55:00,300,1,Writing
2017-04-04T13:00:00,300,1,Writing
2017-04-04T13:05:00,126,1,Writing
2017-04-04T13:15:00,35,1,Search
2017-04-04T13:15:00,1,1,Email
2017-04-04T13:20:00,279,1,Engineering & Technology
2017-04-04T13:20:00,21,1,Search
2017-04-04T13:25:00,242,1,Engineering & Technology
2017-04-04T13:25:00,36,1,Search
2017-04-04T13:25:00,7,1,Browsers
2017-04-04T13:25:00,4,1,General Reference & Learning
2017-04-04T13:30:00,177,1,Browsers
2017-04-04T13:30:00,71,1,General Social Networking
2017-04-04T13:30:00,10,1,General Communication & Scheduling
2017-04-04T13:30:00,1,1,Search
2017-04-04T13:35:00,67,1,General Reference & Learning
2017-04-04T13:35:00,38,1,Search
2017-04-04T13:40:00,26,1,Search
2017-04-04T13:40:00,3,1,General Reference & Learning
2017-04-04T13:55:00,27,1,General Social Networking
2017-04-04T13:55:00,5,1,Search
2017-04-04T14:00:00,300,1,General Social Networking
2017-04-04T14:05:00,284,1,General Social Networking
2017-04-04T14:05:00,16,1,Search
2017-04-04T14:10:00,161,1,General Social Networking
2017-04-04T14:10:00,58,1,Writing
2017-04-04T14:10:00,53,1,Search
2017-04-04T14:10:00,4,1,General Reference & Learning
2017-04-04T14:10:00,2,1,General Utilities
2017-04-04T14:15:00,182,1,General Social Networking
2017-04-04T14:15:00,6,1,Search
2017-04-04T14:20:00,300,1,General Social Networking
2017-04-04T14:25:00,207,1,General Social Networking
2017-04-04T14:25:00,34,1,Instant Message
2017-04-04T14:25:00,1,1,Search
2017-04-04T14:30:00,14,1,Music
2017-04-04T14:30:00,3,1,Search
2017-04-04T14:40:00,11,1,General Social Networking
2017-04-04T14:45:00,30,1,Instant Message
2017-04-04T14:45:00,4,1,General Social Networking
2017-04-04T14:55:00,184,1,Writing
2017-04-04T14:55:00,60,1,Instant Message
2017-04-04T14:55:00,10,1,Search
2017-04-04T15:00:00,300,1,Writing
2017-04-04T15:00:00,27,1,Instant Message
2017-04-04T15:05:00,300,1,Writing
2017-04-04T15:10:00,300,1,Writing
2017-04-04T15:10:00,21,1,Instant Message
2017-04-04T15:15:00,300,1,Writing
2017-04-04T15:15:00,53,1,Instant Message
2017-04-04T15:15:00,45,1,Uncategorized
2017-04-04T15:20:00,156,1,Writing
2017-04-04T15:20:00,83,1,Search
2017-04-04T15:20:00,39,1,Instant Message
2017-04-04T15:25:00,55,1,Browsers
2017-04-04T15:25:00,19,1,Search
2017-04-04T15:30:00,54,1,Browsers
2017-04-04T15:30:00,1,1,Search
2017-04-04T15:35:00,29,1,Email
2017-04-04T15:35:00,6,1,Writing
2017-04-04T15:35:00,6,1,Search
2017-04-04T15:40:00,274,1,Writing
2017-04-04T15:40:00,60,1,General Social Networking
2017-04-04T15:40:00,26,1,Email
2017-04-04T15:40:00,18,1,Search
2017-04-04T15:40:00,3,1,General Utilities
2017-04-04T15:45:00,201,1,Writing
2017-04-04T15:45:00,99,1,Email
2017-04-04T15:50:00,155,1,Writing
2017-04-04T15:50:00,54,1,Search
2017-04-04T15:50:00,53,1,Email
2017-04-04T15:50:00,34,1,General Reference & Learning
2017-04-04T15:50:00,4,1,Browsers
2017-04-04T15:55:00,194,1,General Reference & Learning
2017-04-04T15:55:00,54,1,Engineering & Technology
2017-04-04T15:55:00,52,1,Search
2017-04-04T16:00:00,180,1,Search
2017-04-04T16:00:00,66,1,General Reference & Learning
2017-04-04T16:00:00,44,1,Email
2017-04-04T16:00:00,10,1,Writing
2017-04-04T16:05:00,262,1,Search
2017-04-04T16:05:00,38,1,Email
2017-04-04T16:10:00,245,1,Video
2017-04-04T16:10:00,52,1,Search
2017-04-04T16:10:00,3,1,Browsers
2017-04-04T16:15:00,239,1,Video
2017-04-04T16:15:00,59,1,Email
2017-04-04T16:15:00,2,1,Search
2017-04-04T16:20:00,201,1,Video
2017-04-04T16:20:00,99,1,Email
2017-04-04T16:25:00,300,1,Video
2017-04-04T16:30:00,300,1,Video
2017-04-04T16:35:00,92,1,Search
2017-04-04T16:35:00,75,1,Video
2017-04-04T16:35:00,63,1,Instant Message
2017-04-04T16:35:00,52,1,Professional Networking
2017-04-04T16:35:00,25,1,General News & Opinion
2017-04-04T16:35:00,18,1,Writing
2017-04-04T16:35:00,12,1,General Reference & Learning
2017-04-04T16:35:00,8,1,Email
2017-04-04T16:40:00,190,1,Uncategorized
2017-04-04T16:40:00,79,1,General Reference & Learning
2017-04-04T16:40:00,26,1,Browsers
2017-04-04T16:40:00,2,1,General News & Opinion
2017-04-04T16:40:00,1,1,Professional Networking
2017-04-04T16:40:00,1,1,Video
2017-04-04T16:45:00,277,1,Video
2017-04-04T16:45:00,23,1,Uncategorized
2017-04-04T16:50:00,300,1,Video
2017-04-04T16:55:00,287,1,Video
2017-04-04T16:55:00,10,1,Email
2017-04-04T16:55:00,3,1,Professional Networking
2017-04-04T17:00:00,300,1,Video
2017-04-04T17:05:00,300,1,Video
2017-04-04T17:10:00,30,1,General Utilities
2017-04-04T17:10:00,27,1,Video
2017-04-04T17:15:00,24,1,Instant Message
2017-04-04T17:20:00,72,1,Instant Message
2017-04-04T17:20:00,32,1,General Social Networking
2017-04-04T17:20:00,7,1,Professional Networking
2017-04-04T17:20:00,1,1,Search
2017-04-04T17:20:00,1,1,General Utilities
2017-04-04T17:25:00,105,1,General Social Networking
2017-04-04T17:55:00,118,1,Video
2017-04-04T18:00:00,300,1,Video
2017-04-04T18:05:00,300,1,Video
2017-04-04T18:10:00,300,1,Video
2017-04-04T18:15:00,126,1,Instant Message
2017-04-04T18:15:00,113,1,Search
2017-04-04T18:15:00,84,1,Video
2017-04-04T18:15:00,55,1,General Utilities
2017-04-04T18:15:00,36,1,Uncategorized
2017-04-04T18:15:00,5,1,Email
2017-04-04T18:15:00,4,1,Travel & Outdoors
2017-04-04T18:15:00,3,1,Professional Networking
2017-04-04T18:20:00,138,1,Travel & Outdoors
2017-04-04T18:20:00,101,1,Uncategorized
2017-04-04T18:20:00,30,1,Search
2017-04-04T18:20:00,28,1,Instant Message
2017-04-04T18:20:00,15,1,Browsers
2017-04-04T18:20:00,8,1,General Utilities
2017-04-04T18:20:00,5,1,Email
2017-04-04T18:20:00,1,1,Internet Utilities
2017-04-04T18:25:00,183,1,Travel & Outdoors
2017-04-04T18:25:00,81,1,Uncategorized
2017-04-04T18:25:00,19,1,Search
2017-04-04T18:25:00,12,1,Browsers
2017-04-04T18:25:00,9,1,Instant Message
2017-04-04T18:25:00,2,1,Email
2017-04-04T18:25:00,2,1,General Utilities
2017-04-04T18:30:00,202,1,Travel & Outdoors
2017-04-04T18:30:00,66,1,Email
2017-04-04T18:30:00,14,1,General Utilities
2017-04-04T18:30:00,11,1,General Communication & Scheduling
2017-04-04T18:30:00,10,1,Instant Message
2017-04-04T18:30:00,3,1,Browsers
2017-04-04T18:30:00,2,1,Search
2017-04-04T18:30:00,1,1,Professional Networking
2017-04-04T18:30:00,1,1,Internet Utilities
2017-04-04T18:35:00,223,1,Uncategorized
2017-04-04T18:35:00,48,1,Travel & Outdoors
2017-04-04T18:35:00,29,1,Email
2017-04-04T18:40:00,31,1,Email
2017-04-04T18:40:00,29,1,Uncategorized
2017-04-04T18:40:00,28,1,Music
2017-04-04T18:40:00,13,1,Instant Message
2017-04-04T18:40:00,5,1,Search
2017-04-04T18:40:00,1,1,Travel & Outdoors
2017-04-04T18:50:00,43,1,Travel & Outdoors
2017-04-04T18:50:00,8,1,Search
2017-04-04T18:50:00,4,1,Music
2017-04-04T18:55:00,17,1,Travel & Outdoors
2017-04-04T18:55:00,3,1,General Utilities
2017-04-04T19:00:00,179,1,Writing
2017-04-04T19:00:00,6,1,Search
2017-04-04T19:05:00,286,1,Writing
2017-04-04T19:05:00,13,1,General Reference & Learning
2017-04-04T19:05:00,1,1,Search
2017-04-04T19:10:00,300,1,Writing
2017-04-04T19:15:00,300,1,Writing
2017-04-04T19:20:00,300,1,Writing
2017-04-04T19:25:00,212,1,Instant Message
2017-04-04T19:25:00,122,1,General Social Networking
2017-04-04T19:25:00,38,1,Writing
2017-04-04T19:30:00,123,1,Writing
2017-04-04T19:30:00,49,1,Email
2017-04-04T19:30:00,18,1,General Social Networking
2017-04-04T19:30:00,16,1,General Software Development
2017-04-04T19:30:00,4,1,Engineering & Technology
2017-04-04T19:30:00,3,1,Search
2017-04-04T19:30:00,2,1,General Reference & Learning
2017-04-04T19:30:00,1,1,Browsers
2017-04-04T19:35:00,227,1,Writing
2017-04-04T19:35:00,72,1,General Reference & Learning
2017-04-04T19:35:00,8,1,Instant Message
2017-04-04T19:35:00,1,1,General Software Development
2017-04-04T19:40:00,300,1,Writing
2017-04-04T19:40:00,48,1,General Social Networking
2017-04-04T19:45:00,266,1,Writing
2017-04-04T19:45:00,34,1,General Reference & Learning
2017-04-04T19:50:00,300,1,Writing
2017-04-04T19:55:00,300,1,Writing
2017-04-04T20:00:00,205,1,Writing
2017-04-04T20:00:00,55,1,Instant Message
2017-04-04T20:00:00,30,1,General Social Networking
2017-04-04T20:00:00,3,1,Search
2017-04-04T20:05:00,258,1,General Social Networking
2017-04-04T20:05:00,40,1,Instant Message
2017-04-04T20:05:00,1,1,General Utilities
2017-04-04T20:10:00,280,1,General Social Networking
2017-04-04T20:10:00,20,1,Instant Message
2017-04-04T20:15:00,90,1,General Entertainment
2017-04-04T20:15:00,18,1,Instant Message
2017-04-04T20:15:00,13,1,Writing
2017-04-04T20:15:00,3,1,General Reference & Learning
2017-04-04T20:20:00,14,1,Instant Message
2017-04-04T20:30:00,67,1,General Social Networking
2017-04-04T20:30:00,46,1,General Communication & Scheduling
2017-04-04T20:30:00,9,1,Instant Message
2017-04-04T20:30:00,5,1,Search
2017-04-04T20:35:00,28,1,General Communication & Scheduling
2017-04-04T20:40:00,170,1,Writing
2017-04-04T20:40:00,15,1,Email
2017-04-04T20:40:00,6,1,General Reference & Learning
2017-04-04T20:45:00,195,1,Engineering & Technology
2017-04-04T20:45:00,97,1,Writing
2017-04-04T20:45:00,4,1,General Reference & Learning
2017-04-04T20:45:00,2,1,Email
2017-04-04T20:45:00,2,1,General Software Development
2017-04-04T20:50:00,300,1,Engineering & Technology
2017-04-04T20:55:00,283,1,Engineering & Technology
2017-04-04T20:55:00,15,1,Writing
2017-04-04T20:55:00,2,1,Browsers
2017-04-04T21:00:00,300,1,Writing
2017-04-04T21:05:00,210,1,Writing
2017-04-04T21:05:00,35,1,Instant Message
2017-04-04T21:05:00,23,1,General Social Networking
2017-04-04T21:05:00,3,1,Search
2017-04-04T21:10:00,48,1,Instant Message
2017-04-04T21:10:00,4,1,Writing
2017-04-04T21:10:00,3,1,General Social Networking
2017-04-04T21:15:00,300,1,Writing
2017-04-04T21:15:00,42,1,Instant Message
2017-04-04T21:20:00,300,1,Writing
2017-04-04T21:25:00,300,1,Writing
2017-04-04T21:30:00,300,1,Writing
2017-04-04T21:35:00,300,1,Writing
2017-04-04T21:35:00,42,1,Instant Message
2017-04-04T21:35:00,4,1,Search
2017-04-04T21:35:00,4,1,General Utilities
2017-04-04T21:40:00,564,1,General Social Networking
2017-04-04T21:40:00,127,1,Comedy
2017-04-04T21:40:00,21,1,Writing
2017-04-04T21:40:00,12,1,Search
2017-04-04T21:40:00,4,1,Browsers
2017-04-04T21:40:00,2,1,Customer Relations
2017-04-04T21:45:00,631,1,General Social Networking
2017-04-04T21:45:00,104,1,Comedy
2017-04-04T21:45:00,6,1,Instant Message
2017-04-04T21:45:00,1,1,Writing
2017-04-04T21:50:00,576,1,General Social Networking
2017-04-04T21:50:00,20,1,Instant Message
2017-04-04T21:50:00,8,1,Search
2017-04-04T21:55:00,600,1,General Social Networking
2017-04-04T21:55:00,47,1,Writing
2017-04-04T22:00:00,456,1,General Social Networking
2017-04-04T22:00:00,300,1,Writing
2017-04-04T22:05:00,300,1,Writing
2017-04-04T22:10:00,300,1,Writing
2017-04-04T22:15:00,300,1,Writing
2017-04-04T22:20:00,191,1,Writing
2017-04-04T22:25:00,288,1,Instant Message
2017-04-04T22:25:00,232,1,General Reference & Learning
2017-04-04T22:25:00,34,1,Email
2017-04-04T22:25:00,32,1,General Social Networking
2017-04-04T22:25:00,4,1,Search
2017-04-04T22:30:00,326,1,Instant Message
2017-04-04T22:30:00,116,1,General Social Networking
2017-04-04T22:35:00,480,1,Instant Message
2017-04-04T22:40:00,598,1,Instant Message
2017-04-04T22:40:00,128,1,General Social Networking
2017-04-04T22:40:00,2,1,Browsers
2017-04-04T22:40:00,2,1,Writing
2017-04-04T22:45:00,546,1,General Social Networking
2017-04-04T22:45:00,352,1,Instant Message
2017-04-04T22:50:00,510,1,Instant Message
2017-04-04T22:50:00,313,1,General Social Networking
2017-04-04T22:55:00,581,1,Instant Message
2017-04-04T22:55:00,300,1,General Social Networking
2017-04-04T23:00:00,260,1,Writing
2017-04-04T23:00:00,120,1,Instant Message
2017-04-04T23:00:00,40,1,General Social Networking
2017-04-04T23:05:00,300,1,Writing
2017-04-04T23:05:00,51,1,Instant Message
2017-04-04T23:05:00,15,1,General Social Networking
2017-04-04T23:10:00,265,1,Writing
2017-04-04T23:10:00,41,1,Instant Message
2017-04-04T23:10:00,34,1,General Reference & Learning
2017-04-04T23:15:00,300,1,Writing
2017-04-04T23:20:00,228,1,Writing
2017-04-04T23:20:00,35,1,Instant Message
2017-04-04T23:25:00,181,1,Photos
2017-04-04T23:30:00,69,1,Search
2017-04-04T23:30:00,26,1,Photos
2017-04-04T23:30:00,11,1,Instant Message
2017-04-04T23:35:00,178,1,Search
2017-04-04T23:35:00,122,1,Writing
2017-04-04T23:40:00,189,1,Writing
2017-04-04T23:40:00,111,1,Search
2017-04-04T23:45:00,257,1,Search
2017-04-04T23:45:00,43,1,Writing
2017-04-04T23:50:00,169,1,Writing
2017-04-04T23:50:00,131,1,Search
2017-04-04T23:55:00,269,1,Writing
2017-04-04T23:55:00,32,1,Search
2017-04-04T23:55:00,21,1,General Social Networking
2017-04-04T23:55:00,17,1,Instant Message
2017-04-05T00:00:00,300,1,Writing
2017-04-05T00:00:00,66,1,General Social Networking
2017-04-05T00:00:00,2,1,Instant Message
2017-04-05T00:05:00,250,1,Video
2017-04-05T00:05:00,48,1,Writing
2017-04-05T00:05:00,2,1,Browsers
2017-04-05T00:10:00,300,1,Video
2017-04-05T00:15:00,91,1,Video
2017-04-05T00:25:00,127,1,Writing
2017-04-05T00:45:00,204,1,Engineering & Technology
2017-04-05T00:45:00,2,1,Writing
2017-04-05T00:50:00,262,1,Writing
2017-04-05T00:50:00,38,1,Engineering & Technology
2017-04-05T00:55:00,300,1,Writing
2017-04-05T01:00:00,300,1,Writing
2017-04-05T01:05:00,196,1,Writing
2017-04-05T01:05:00,56,1,Email
2017-04-05T01:05:00,25,1,Project Management
2017-04-05T01:05:00,12,1,Instant Message
2017-04-05T01:05:00,8,1,Engineering & Technology
2017-04-05T01:05:00,3,1,Browsers
2017-04-05T01:10:00,193,1,Writing
2017-04-05T01:10:00,8,1,Search
2017-04-05T01:15:00,73,1,Writing
2017-04-05T01:15:00,7,1,Engineering & Technology
2017-04-05T01:20:00,253,1,Writing
2017-04-05T01:20:00,47,1,Engineering & Technology
2017-04-05T01:25:00,221,1,Search
2017-04-05T01:25:00,77,1,Engineering & Technology
2017-04-05T01:25:00,2,1,Writing
2017-04-05T01:30:00,300,1,Search
2017-04-05T01:35:00,297,1,Video
2017-04-05T01:35:00,3,1,Search
2017-04-05T01:40:00,300,1,Video
2017-04-05T01:45:00,300,1,Video
2017-04-05T01:50:00,300,1,Video
2017-04-05T01:55:00,170,1,Video
2017-04-05T01:55:00,82,1,Writing
2017-04-05T01:55:00,19,1,General Utilities
2017-04-05T01:55:00,18,1,Search
2017-04-05T01:55:00,5,1,Email
2017-04-05T01:55:00,5,1,Travel & Outdoors
2017-04-05T01:55:00,1,1,General Reference & Learning
2017-04-05T02:00:00,27,1,General Utilities
2017-04-05T09:15:00,125,1,General Shopping
2017-04-05T09:15:00,9,1,Search
2017-04-05T09:15:00,5,1,Browsers
2017-04-05T09:15:00,5,1,Video
2017-04-05T09:15:00,2,1,General Reference & Learning
2017-04-05T09:20:00,132,1,General Shopping
2017-04-05T09:20:00,64,1,Search
2017-04-05T09:20:00,54,1,Email
2017-04-05T09:20:00,27,1,Uncategorized
2017-04-05T09:20:00,2,1,Photos
2017-04-05T09:25:00,92,1,Instant Message
2017-04-05T09:25:00,85,1,Email
2017-04-05T09:25:00,58,1,Video
2017-04-05T09:25:00,39,1,Business
2017-04-05T09:25:00,11,1,Search
2017-04-05T09:25:00,1,1,General Utilities
2017-04-05T09:30:00,296,1,Video
2017-04-05T09:30:00,12,1,Instant Message
2017-04-05T09:40:00,127,1,General Shopping
2017-04-05T09:40:00,2,1,General Business
2017-04-05T09:45:00,93,1,Search
2017-04-05T09:45:00,74,1,Instant Message
2017-04-05T09:45:00,60,1,General Shopping
2017-04-05T09:45:00,38,1,General Business
2017-04-05T09:45:00,15,1,Video
2017-04-05T09:45:00,8,1,Writing
2017-04-05T09:45:00,6,1,General Utilities
2017-04-05T09:45:00,3,1,Browsers
2017-04-05T09:50:00,300,1,Search
2017-04-05T09:55:00,298,1,Search
2017-04-05T09:55:00,2,1,Browsers
2017-04-05T10:00:00,296,1,Search
2017-04-05T10:00:00,3,1,Writing
2017-04-05T10:05:00,297,1,Writing
2017-04-05T10:05:00,3,1,Search
2017-04-05T10:10:00,300,1,Writing
2017-04-05T10:15:00,251,1,Writing
2017-04-05T10:15:00,42,1,Instant Message
2017-04-05T10:15:00,6,1,General Utilities
2017-04-05T10:15:00,1,1,Search
2017-04-05T10:20:00,283,1,Writing
2017-04-05T10:20:00,42,1,Instant Message
2017-04-05T10:20:00,4,1,Search
2017-04-05T10:25:00,300,1,Writing
2017-04-05T10:30:00,190,1,Writing
2017-04-05T10:30:00,68,1,Instant Message
2017-04-05T10:30:00,21,1,Uncategorized
2017-04-05T10:30:00,15,1,Search
2017-04-05T10:30:00,6,1,Browsers
2017-04-05T10:35:00,300,1,Writing
2017-04-05T10:40:00,300,1,Writing
2017-04-05T10:45:00,300,1,Writing
2017-04-05T10:50:00,300,1,Writing
2017-04-05T10:55:00,292,1,Writing
2017-04-05T10:55:00,64,1,Instant Message
2017-04-05T10:55:00,11,1,Photos
2017-04-05T10:55:00,11,1,Search
2017-04-05T10:55:00,2,1,General Utilities
2017-04-05T11:00:00,300,1,Writing
2017-04-05T11:00:00,52,1,Instant Message
2017-04-05T11:05:00,300,1,Writing
2017-04-05T11:10:00,293,1,Writing
2017-04-05T11:10:00,4,1,General Reference & Learning
2017-04-05T11:10:00,3,1,Search
2017-04-05T11:15:00,298,1,Writing
2017-04-05T11:15:00,2,1,General Reference & Learning
2017-04-05T11:20:00,158,1,General Social Networking
2017-04-05T11:20:00,98,1,Writing
2017-04-05T11:20:00,25,1,Instant Message
2017-04-05T11:20:00,2,1,Search
2017-04-05T11:25:00,300,1,General Social Networking
2017-04-05T11:30:00,283,1,General Social Networking
2017-04-05T11:30:00,16,1,Instant Message
2017-04-05T11:30:00,1,1,General Utilities
2017-04-05T11:35:00,300,1,General Social Networking
2017-04-05T11:40:00,243,1,Writing
2017-04-05T11:45:00,300,1,Writing
2017-04-05T11:50:00,300,1,Writing
2017-04-05T11:55:00,300,1,Writing
2017-04-05T12:00:00,300,1,Writing
2017-04-05T12:05:00,297,1,Engineering & Technology
2017-04-05T12:05:00,3,1,Writing
2017-04-05T12:10:00,300,1,Engineering & Technology
2017-04-05T12:10:00,55,1,General Social Networking
2017-04-05T12:15:00,249,1,Video
2017-04-05T12:15:00,35,1,Engineering & Technology
2017-04-05T12:15:00,10,1,Browsers
2017-04-05T12:15:00,3,1,General Reference & Learning
2017-04-05T12:20:00,300,1,Video
2017-04-05T12:25:00,300,1,Video
2017-04-05T12:30:00,300,1,Video
2017-04-05T12:35:00,300,1,Video
2017-04-05T12:40:00,300,1,Video
2017-04-05T12:45:00,300,1,Video
2017-04-05T12:50:00,300,1,Video
2017-04-05T12:55:00,300,1,Video
2017-04-05T13:00:00,300,1,Video
2017-04-05T13:00:00,83,1,Instant Message
2017-04-05T13:00:00,35,1,General Social Networking
2017-04-05T13:00:00,5,1,Search
2017-04-05T13:00:00,1,1,General Utilities
2017-04-05T13:05:00,300,1,Video
2017-04-05T13:05:00,282,1,General Social Networking
2017-04-05T13:05:00,16,1,Instant Message
2017-04-05T13:05:00,1,1,General Utilities
2017-04-05T13:10:00,300,1,Video
2017-04-05T13:10:00,198,1,General Social Networking
2017-04-05T13:10:00,52,1,Browsers
2017-04-05T13:10:00,10,1,Instant Message
2017-04-05T13:10:00,4,1,Search
2017-04-05T13:10:00,2,1,General Shopping
2017-04-05T13:15:00,600,1,Browsers
2017-04-05T13:15:00,300,1,Video
2017-04-05T13:15:00,13,1,Music
2017-04-05T13:15:00,1,1,Search
2017-04-05T13:20:00,300,1,Video
2017-04-05T13:20:00,12,1,Browsers
2017-04-05T13:20:00,5,1,Music
2017-04-05T13:25:00,300,1,Video
2017-04-05T13:30:00,300,1,Video
2017-04-05T13:35:00,173,1,Video
2017-04-05T13:35:00,128,1,Search
2017-04-05T13:35:00,17,1,Instant Message
2017-04-05T13:35:00,1,1,Music
2017-04-05T13:40:00,228,1,Search
2017-04-05T13:40:00,60,1,Engineering & Technology
2017-04-05T13:40:00,5,1,Browsers
2017-04-05T13:40:00,3,1,Writing
2017-04-05T13:40:00,3,1,Video
2017-04-05T13:45:00,249,1,Writing
2017-04-05T13:45:00,17,1,Video
2017-04-05T13:45:00,16,1,Instant Message
2017-04-05T13:45:00,15,1,Search
2017-04-05T13:45:00,1,1,Browsers
2017-04-05T13:50:00,300,1,Writing
2017-04-05T13:50:00,23,1,Email
2017-04-05T13:50:00,4,1,Instant Message
2017-04-05T13:50:00,1,1,Search
2017-04-05T13:55:00,300,1,Writing
2017-04-05T13:55:00,39,1,Email
2017-04-05T14:00:00,151,1,Writing
2017-04-05T14:00:00,148,1,Search
2017-04-05T14:00:00,4,1,Intelligence
2017-04-05T14:00:00,3,1,Browsers
2017-04-05T14:00:00,1,1,Video
2017-04-05T14:00:00,1,1,Email
2017-04-05T14:05:00,225,1,Writing
2017-04-05T14:05:00,104,1,Search
2017-04-05T14:05:00,3,1,Browsers
2017-04-05T14:10:00,275,1,Writing
2017-04-05T14:10:00,27,1,Search
2017-04-05T14:10:00,13,1,Instant Message
2017-04-05T14:15:00,196,1,Writing
2017-04-05T14:15:00,102,1,Video
2017-04-05T14:15:00,13,1,Instant Message
2017-04-05T14:15:00,2,1,Browsers
2017-04-05T14:20:00,300,1,Video
2017-04-05T14:20:00,91,1,Instant Message
2017-04-05T14:20:00,14,1,General Social Networking
2017-04-05T14:20:00,3,1,Search
2017-04-05T14:25:00,300,1,Video
2017-04-05T14:25:00,4,1,General Social Networking
2017-04-05T14:30:00,300,1,Video
2017-04-05T14:30:00,28,1,Instant Message
2017-04-05T14:35:00,300,1,Video
2017-04-05T14:40:00,135,1,Video
2017-04-05T14:40:00,34,1,Instant Message
2017-04-05T14:40:00,32,1,General Utilities
2017-04-05T14:40:00,5,1,Browsers
2017-04-05T14:45:00,300,1,Video
2017-04-05T14:45:00,4,1,Instant Message
2017-04-05T14:50:00,300,1,Video
2017-04-05T14:50:00,94,1,Instant Message
2017-04-05T14:55:00,300,1,Video
2017-04-05T15:00:00,300,1,Video
2017-04-05T15:05:00,243,1,Video
2017-04-05T15:05:00,3,1,Instant Message
2017-04-05T15:15:00,136,1,General Social Networking
2017-04-05T15:20:00,214,1,General Social Networking
2017-04-05T15:20:00,76,1,Browsers
2017-04-05T15:20:00,1,1,Search
2017-04-05T15:55:00,57,1,Instant Message
2017-04-05T15:55:00,50,1,Email
2017-04-05T15:55:00,18,1,General Social Networking
2017-04-05T15:55:00,1,1,Search
2017-04-05T16:00:00,218,1,Video
2017-04-05T16:05:00,237,1,Video
2017-04-05T16:10:00,11,1,Video
2017-04-05T16:15:00,300,1,Video
2017-04-05T16:20:00,299,1,Video
2017-04-05T16:25:00,249,1,Video
2017-04-05T16:25:00,51,1,Writing
2017-04-05T16:30:00,300,1,Writing
2017-04-05T16:35:00,225,1,Writing
2017-04-05T16:35:00,19,1,Instant Message
2017-04-05T16:45:00,265,1,Video
2017-04-05T16:50:00,300,1,Video
