Date,Time Spent (seconds),Number of People,Category
2017-06-03T18:45:00,1,1,General Utilities
2017-06-03T18:50:00,298,1,Browsers
2017-06-03T19:00:00,42,1,Search
2017-06-03T19:00:00,11,1,General Social Networking
2017-06-03T19:05:00,107,1,Browsers
2017-06-03T19:05:00,1,1,General Utilities
2017-06-03T19:05:00,1,1,General Social Networking
2017-06-03T19:10:00,279,1,Browsers
2017-06-03T19:15:00,289,1,Browsers
2017-06-03T19:20:00,28,1,Instant Message
2017-06-03T19:25:00,76,1,General Social Networking
2017-06-03T19:25:00,1,1,General Utilities
2017-06-03T19:30:00,84,1,General Reference & Learning
2017-06-03T19:30:00,41,1,General Shopping
2017-06-03T19:30:00,10,1,Search
2017-06-03T19:35:00,115,1,General Social Networking
2017-06-03T19:35:00,47,1,Instant Message
2017-06-03T19:35:00,17,1,General Shopping
2017-06-03T19:35:00,7,1,Search
2017-06-03T19:35:00,5,1,General Utilities
2017-06-03T19:35:00,5,1,General Reference & Learning
2017-06-03T19:35:00,5,1,Email
2017-06-03T19:40:00,300,1,General Social Networking
2017-06-03T19:45:00,91,1,Instant Message
2017-06-03T19:45:00,35,1,General Social Networking
2017-06-03T19:50:00,94,1,Instant Message
2017-06-03T19:50:00,38,1,General Social Networking
2017-06-03T19:50:00,3,1,Search
2017-06-03T20:00:00,18,1,Instant Message
2017-06-03T20:15:00,31,1,Instant Message
2017-06-03T20:15:00,4,1,Search
2017-06-03T20:20:00,57,1,Uncategorized
2017-06-03T20:25:00,34,1,Uncategorized
2017-06-03T20:45:00,16,1,General Social Networking
2017-06-03T20:45:00,11,1,Uncategorized
2017-06-03T20:50:00,174,1,General Reference & Learning
2017-06-03T20:50:00,118,1,General Social Networking
2017-06-03T20:50:00,1,1,Search
2017-06-03T20:55:00,98,1,Instant Message
2017-06-03T20:55:00,42,1,General Social Networking
2017-06-03T20:55:00,13,1,Uncategorized
2017-06-03T20:55:00,2,1,General Utilities
2017-06-03T20:55:00,2,1,Search
2017-06-03T21:00:00,63,1,Instant Message
2017-06-03T21:05:00,16,1,Instant Message
2017-06-03T21:10:00,77,1,Instant Message
2017-06-03T21:10:00,50,1,Browsers
2017-06-03T21:10:00,5,1,General Utilities
2017-06-03T21:10:00,1,1,General Social Networking
2017-06-03T21:15:00,42,1,Instant Message
2017-06-03T21:15:00,39,1,Browsers
2017-06-03T21:15:00,2,1,General Utilities
2017-06-03T21:15:00,1,1,Search
2017-06-03T21:20:00,11,1,Uncategorized
2017-06-03T21:20:00,7,1,General Social Networking
2017-06-03T21:20:00,1,1,General Utilities
2017-06-03T21:25:00,124,1,Uncategorized
2017-06-03T21:25:00,49,1,Instant Message
2017-06-03T21:25:00,36,1,Email
2017-06-03T21:25:00,24,1,General Social Networking
2017-06-03T21:25:00,4,1,General Utilities
2017-06-03T21:25:00,1,1,Search
2017-06-03T21:35:00,5,1,Instant Message
2017-06-03T21:40:00,12,1,Search
2017-06-03T21:40:00,5,1,Email
2017-06-03T21:40:00,3,1,Instant Message
2017-06-03T21:55:00,290,1,Browsers
2017-06-03T21:55:00,3,1,Search
2017-06-03T22:15:00,15,1,Email
2017-06-03T22:15:00,1,1,Search
2017-06-03T22:15:00,1,1,Instant Message
2017-06-03T22:20:00,12,1,Instant Message
2017-06-03T22:20:00,7,1,General Social Networking
2017-06-03T22:45:00,33,1,Instant Message
2017-06-03T22:55:00,16,1,Instant Message
2017-06-03T22:55:00,4,1,Search
2017-06-03T22:55:00,1,1,General Utilities
2017-06-03T23:00:00,192,1,Instant Message
2017-06-03T23:00:00,45,1,Voice Chat
2017-06-03T23:00:00,37,1,General Communication & Scheduling
2017-06-03T23:00:00,17,1,Search
2017-06-03T23:00:00,5,1,General Utilities
2017-06-03T23:05:00,202,1,General Social Networking
2017-06-03T23:05:00,35,1,Instant Message
2017-06-03T23:05:00,27,1,Search
2017-06-03T23:05:00,24,1,General Communication & Scheduling
2017-06-03T23:05:00,5,1,Voice Chat
2017-06-03T23:10:00,293,1,General Social Networking
2017-06-03T23:10:00,136,1,Voice Chat
2017-06-03T23:10:00,1,1,General Utilities
2017-06-03T23:10:00,1,1,Search
2017-06-03T23:15:00,199,1,General Social Networking
2017-06-03T23:15:00,91,1,Email
2017-06-03T23:15:00,3,1,Search
2017-06-03T23:20:00,267,1,Professional Networking
2017-06-03T23:20:00,1,1,General Utilities
2017-06-03T23:20:00,1,1,Search
2017-06-03T23:25:00,28,1,General News & Opinion
2017-06-03T23:25:00,17,1,Professional Networking
2017-06-03T23:25:00,4,1,Search
2017-06-03T23:30:00,86,1,Email
2017-06-03T23:30:00,72,1,General News & Opinion
2017-06-03T23:30:00,2,1,Search
2017-06-03T23:35:00,35,1,General Social Networking
2017-06-03T23:40:00,287,1,Browsers
2017-06-03T23:40:00,2,1,General Social Networking
2017-06-03T23:40:00,2,1,Search
2017-06-03T23:45:00,300,1,Browsers
2017-06-03T23:50:00,127,1,General Social Networking
2017-06-03T23:50:00,116,1,Browsers
2017-06-03T23:50:00,9,1,Search
2017-06-03T23:50:00,3,1,Email
2017-06-04T00:05:00,28,1,Instant Message
2017-06-04T00:05:00,5,1,General Social Networking
2017-06-04T00:05:00,4,1,Search
2017-06-04T00:40:00,207,1,General Social Networking
2017-06-04T00:40:00,12,1,Search
2017-06-04T00:40:00,3,1,Instant Message
2017-06-04T00:40:00,2,1,Email
2017-06-04T00:45:00,300,1,General Social Networking
2017-06-04T00:50:00,299,1,General Social Networking
2017-06-04T00:50:00,1,1,General Utilities
2017-06-04T00:55:00,291,1,General Social Networking
2017-06-04T01:00:00,300,1,General Social Networking
2017-06-04T01:05:00,285,1,General Social Networking
2017-06-04T01:05:00,2,1,Search
2017-06-04T01:10:00,233,1,General Social Networking
2017-06-04T01:10:00,2,1,General Utilities
2017-06-04T01:15:00,278,1,General Social Networking
2017-06-04T01:15:00,1,1,General Utilities
2017-06-04T01:15:00,1,1,Search
2017-06-04T01:20:00,223,1,General Social Networking
2017-06-04T01:30:00,56,1,General Social Networking
2017-06-04T01:35:00,300,1,General Social Networking
2017-06-04T01:40:00,300,1,General Social Networking
2017-06-04T01:45:00,111,1,General Social Networking
2017-06-04T01:45:00,7,1,Search
2017-06-04T01:45:00,3,1,Email
2017-06-04T01:50:00,182,1,General Social Networking
2017-06-04T01:50:00,6,1,General Utilities
2017-06-04T01:50:00,3,1,Search
2017-06-04T01:55:00,300,1,General Social Networking
2017-06-04T02:00:00,138,1,General Social Networking
2017-06-04T02:05:00,298,1,General Social Networking
2017-06-04T02:05:00,2,1,Search
2017-06-04T02:10:00,240,1,General Social Networking
2017-06-04T02:10:00,1,1,General Utilities
2017-06-04T02:10:00,1,1,Search
2017-06-04T02:15:00,114,1,General Social Networking
2017-06-04T02:15:00,2,1,General Utilities
2017-06-04T02:20:00,34,1,General Social Networking
2017-06-04T02:20:00,32,1,Instant Message
2017-06-04T02:20:00,19,1,Browsers
2017-06-04T02:20:00,10,1,General Communication & Scheduling
2017-06-04T02:20:00,2,1,Search
2017-06-04T02:20:00,1,1,General Utilities
2017-06-04T02:25:00,105,1,Browsers
2017-06-04T02:25:00,2,1,Instant Message
2017-06-04T02:25:00,1,1,General Utilities
2017-06-04T02:25:00,1,1,Search
2017-06-04T09:45:00,130,1,General Social Networking
2017-06-04T09:45:00,3,1,Search
2017-06-04T09:50:00,125,1,Instant Message
2017-06-04T09:50:00,47,1,General Communication & Scheduling
2017-06-04T09:50:00,2,1,Search
2017-06-04T09:55:00,182,1,General Social Networking
2017-06-04T09:55:00,113,1,Instant Message
2017-06-04T09:55:00,5,1,Search
2017-06-04T10:00:00,146,1,General Social Networking
2017-06-04T10:00:00,14,1,Instant Message
2017-06-04T10:05:00,179,1,Browsers
2017-06-04T10:05:00,104,1,General Social Networking
2017-06-04T10:10:00,135,1,Browsers
2017-06-04T10:20:00,45,1,Browsers
2017-06-04T10:20:00,21,1,General Social Networking
2017-06-04T10:20:00,20,1,Instant Message
2017-06-04T10:20:00,7,1,Email
2017-06-04T10:20:00,2,1,Search
2017-06-04T10:25:00,123,1,Browsers
2017-06-04T10:25:00,53,1,General Shopping
2017-06-04T10:25:00,33,1,General Communication & Scheduling
2017-06-04T10:25:00,32,1,Instant Message
2017-06-04T10:25:00,12,1,Photos
2017-06-04T10:25:00,6,1,Search
2017-06-04T10:30:00,50,1,General Social Networking
2017-06-04T10:35:00,62,1,General Social Networking
2017-06-04T10:35:00,50,1,General Communication & Scheduling
2017-06-04T10:40:00,78,1,Browsers
2017-06-04T10:40:00,17,1,General Communication & Scheduling
2017-06-04T10:40:00,14,1,Instant Message
2017-06-04T10:40:00,12,1,Photos
2017-06-04T10:40:00,3,1,Search
2017-06-04T10:50:00,40,1,Instant Message
2017-06-04T10:50:00,22,1,Photos
2017-06-04T11:00:00,5,1,Instant Message
2017-06-04T11:10:00,36,1,Instant Message
2017-06-04T11:20:00,38,1,Search
2017-06-04T11:20:00,34,1,Instant Message
2017-06-04T11:20:00,6,1,Email
2017-06-04T11:25:00,12,1,Instant Message
2017-06-04T11:25:00,6,1,Email
2017-06-04T11:30:00,5,1,Search
2017-06-04T11:30:00,1,1,Email
2017-06-04T11:35:00,29,1,Search
2017-06-04T11:40:00,31,1,Search
2017-06-04T11:40:00,24,1,General Utilities
2017-06-04T11:50:00,109,1,General Shopping
2017-06-04T11:50:00,32,1,Browsers
2017-06-04T11:50:00,8,1,Search
2017-06-04T11:55:00,30,1,Browsers
2017-06-04T11:55:00,11,1,Instant Message
2017-06-04T11:55:00,1,1,Search
2017-06-04T12:00:00,24,1,Instant Message
2017-06-04T12:20:00,42,1,Music
2017-06-04T12:20:00,1,1,Instant Message
2017-06-04T12:20:00,1,1,Search
2017-06-04T12:50:00,10,1,Music
2017-06-04T13:00:00,57,1,Music
2017-06-04T13:10:00,10,1,Music
2017-06-04T13:30:00,65,1,General Social Networking
2017-06-04T13:30:00,36,1,Music
2017-06-04T13:35:00,171,1,General Social Networking
2017-06-04T13:35:00,21,1,Email
2017-06-04T13:35:00,18,1,Instant Message
2017-06-04T13:35:00,2,1,Search
2017-06-04T13:40:00,155,1,Email
2017-06-04T13:40:00,45,1,General Social Networking
2017-06-04T13:40:00,33,1,Instant Message
2017-06-04T13:50:00,95,1,Instant Message
2017-06-04T13:55:00,110,1,Instant Message
2017-06-04T13:55:00,57,1,General Shopping
2017-06-04T13:55:00,27,1,General Communication & Scheduling
2017-06-04T13:55:00,5,1,Search
2017-06-04T13:55:00,5,1,General Utilities
2017-06-04T14:00:00,126,1,Instant Message
2017-06-04T14:00:00,32,1,Browsers
2017-06-04T14:00:00,1,1,Search
2017-06-04T14:05:00,300,1,Browsers
2017-06-04T14:10:00,300,1,Browsers
2017-06-04T14:15:00,73,1,Browsers
2017-06-04T14:15:00,15,1,Music
2017-06-04T14:15:00,2,1,Search
2017-06-04T14:20:00,35,1,General Social Networking
2017-06-04T14:20:00,12,1,Instant Message
2017-06-04T14:25:00,147,1,Instant Message
2017-06-04T14:25:00,81,1,General Social Networking
2017-06-04T14:25:00,10,1,Search
2017-06-04T14:25:00,6,1,Email
2017-06-04T14:30:00,108,1,Instant Message
2017-06-04T14:30:00,21,1,General Social Networking
2017-06-04T14:35:00,260,1,General Social Networking
2017-06-04T14:35:00,19,1,General Communication & Scheduling
2017-06-04T14:40:00,16,1,General Social Networking
2017-06-04T14:40:00,2,1,General Communication & Scheduling
2017-06-04T14:50:00,20,1,Search
2017-06-04T14:50:00,15,1,Instant Message
2017-06-04T14:55:00,87,1,Instant Message
2017-06-04T15:00:00,8,1,Instant Message
2017-06-04T15:00:00,5,1,Music
2017-06-04T15:00:00,2,1,Search
2017-06-04T15:10:00,64,1,Search
2017-06-04T15:10:00,2,1,Music
2017-06-04T15:30:00,1,1,Search
2017-06-04T15:35:00,8,1,General Communication & Scheduling
2017-06-04T15:35:00,1,1,Voice Chat
2017-06-04T15:50:00,2,1,General Utilities
2017-06-04T15:55:00,29,1,Instant Message
2017-06-04T15:55:00,11,1,Search
2017-06-04T15:55:00,7,1,General Utilities
2017-06-04T16:00:00,64,1,Email
2017-06-04T16:00:00,1,1,Search
2017-06-04T16:05:00,224,1,General Social Networking
2017-06-04T16:05:00,10,1,Instant Message
2017-06-04T16:05:00,2,1,Search
2017-06-04T16:10:00,193,1,General Social Networking
2017-06-04T16:10:00,5,1,Search
2017-06-04T16:25:00,53,1,Instant Message
2017-06-04T16:30:00,85,1,Instant Message
2017-06-04T16:30:00,10,1,General Social Networking
2017-06-04T16:30:00,6,1,Music
2017-06-04T16:30:00,2,1,Search
2017-06-04T16:35:00,56,1,Calendars
2017-06-04T16:35:00,1,1,Search
2017-06-04T16:40:00,43,1,Instant Message
2017-06-04T16:40:00,6,1,Calendars
2017-06-04T17:35:00,45,1,Accounting
2017-06-04T17:35:00,6,1,Search
2017-06-04T17:35:00,2,1,Instant Message
2017-06-04T17:40:00,39,1,General Social Networking
2017-06-04T17:40:00,14,1,Instant Message
2017-06-04T17:40:00,5,1,Search
2017-06-04T17:45:00,293,1,General News & Opinion
2017-06-04T17:45:00,4,1,General Social Networking
2017-06-04T17:50:00,141,1,General Entertainment
2017-06-04T17:50:00,104,1,General News & Opinion
2017-06-04T17:50:00,13,1,Instant Message
2017-06-04T17:50:00,11,1,Email
2017-06-04T17:50:00,7,1,Search
2017-06-04T17:55:00,144,1,General Entertainment
2017-06-04T17:55:00,2,1,General Utilities
2017-06-04T18:00:00,134,1,General Entertainment
2017-06-04T18:00:00,1,1,General Utilities
2017-06-04T18:00:00,1,1,Search
2017-06-04T18:10:00,25,1,Search
2017-06-04T18:10:00,5,1,General Entertainment
2017-06-04T18:20:00,202,1,General Entertainment
2017-06-04T18:20:00,4,1,General Utilities
2017-06-04T18:20:00,2,1,Search
2017-06-04T18:25:00,186,1,General Entertainment
2017-06-04T18:25:00,108,1,General Reference & Learning
2017-06-04T18:25:00,3,1,Search
2017-06-04T18:30:00,126,1,General Entertainment
2017-06-04T18:30:00,118,1,General Reference & Learning
2017-06-04T18:30:00,4,1,General Utilities
2017-06-04T18:35:00,210,1,Browsers
2017-06-04T18:35:00,11,1,Search
2017-06-04T18:35:00,3,1,General Entertainment
2017-06-04T18:45:00,16,1,General Social Networking
2017-06-04T18:50:00,21,1,Instant Message
2017-06-04T18:50:00,8,1,General Utilities
2017-06-04T18:50:00,6,1,General Entertainment
2017-06-04T18:50:00,4,1,Search
2017-06-04T18:50:00,2,1,General Social Networking
2017-06-04T21:05:00,1,1,General Utilities
2017-06-04T21:50:00,29,1,General Reference & Learning
2017-06-04T21:50:00,13,1,Search
2017-06-04T22:05:00,14,1,General Reference & Learning
2017-06-04T22:05:00,9,1,Instant Message
2017-06-04T22:05:00,2,1,General Communication & Scheduling
2017-06-04T22:25:00,161,1,General Reference & Learning
2017-06-04T22:25:00,13,1,Email
2017-06-04T22:30:00,226,1,General Reference & Learning
2017-06-04T22:30:00,45,1,Instant Message
2017-06-04T22:30:00,25,1,General Communication & Scheduling
2017-06-04T22:30:00,2,1,Search
2017-06-04T22:35:00,187,1,General Social Networking
2017-06-04T22:35:00,83,1,General Communication & Scheduling
2017-06-04T22:35:00,29,1,Instant Message
2017-06-04T22:40:00,165,1,General Social Networking
2017-06-04T22:40:00,16,1,Instant Message
2017-06-04T22:40:00,6,1,Search
2017-06-04T22:40:00,4,1,General Utilities
2017-06-04T23:10:00,51,1,Instant Message
2017-06-04T23:10:00,38,1,Email
2017-06-04T23:10:00,2,1,Search
2017-06-04T23:15:00,194,1,Email
2017-06-04T23:15:00,39,1,General Reference & Learning
2017-06-04T23:15:00,3,1,General Utilities
2017-06-04T23:15:00,2,1,Search
2017-06-04T23:20:00,164,1,Browsers
2017-06-04T23:20:00,52,1,Email
2017-06-04T23:20:00,4,1,Instant Message
2017-06-04T23:20:00,1,1,General Utilities
2017-06-05T08:35:00,73,1,Instant Message
2017-06-05T08:35:00,14,1,Search
2017-06-05T08:35:00,2,1,General Utilities
2017-06-05T08:40:00,57,1,Instant Message
2017-06-05T08:40:00,4,1,Calendars
2017-06-05T08:40:00,1,1,Search
2017-06-05T08:50:00,86,1,Instant Message
2017-06-05T08:55:00,130,1,Instant Message
2017-06-05T08:55:00,128,1,Email
2017-06-05T08:55:00,33,1,Uncategorized
2017-06-05T08:55:00,6,1,Search
2017-06-05T08:55:00,2,1,General Utilities
2017-06-05T09:00:00,163,1,Instant Message
2017-06-05T09:00:00,53,1,Email
2017-06-05T09:00:00,4,1,General Utilities
2017-06-05T09:00:00,2,1,Search
2017-06-05T09:05:00,300,1,Email
2017-06-05T09:10:00,196,1,Instant Message
2017-06-05T09:10:00,72,1,Email
2017-06-05T09:10:00,1,1,Search
2017-06-05T09:15:00,249,1,General Social Networking
2017-06-05T09:15:00,49,1,Instant Message
2017-06-05T09:15:00,1,1,Search
2017-06-05T09:20:00,161,1,Instant Message
2017-06-05T09:20:00,133,1,General Social Networking
2017-06-05T09:20:00,5,1,General Utilities
2017-06-05T09:25:00,78,1,General Social Networking
2017-06-05T09:25:00,52,1,Browsers
2017-06-05T09:25:00,49,1,Instant Message
2017-06-05T09:25:00,8,1,Search
2017-06-05T09:25:00,2,1,General Utilities
2017-06-05T09:30:00,149,1,Browsers
2017-06-05T09:30:00,6,1,Email
2017-06-05T09:35:00,120,1,Email
2017-06-05T09:35:00,73,1,Instant Message
2017-06-05T09:35:00,13,1,Calendars
2017-06-05T09:35:00,1,1,Search
2017-06-05T09:40:00,74,1,Instant Message
2017-06-05T09:45:00,164,1,Instant Message
2017-06-05T09:45:00,97,1,Browsers
2017-06-05T09:45:00,28,1,Search
2017-06-05T09:45:00,1,1,General Utilities
2017-06-05T09:50:00,54,1,Instant Message
2017-06-05T09:50:00,52,1,Accounting
2017-06-05T09:50:00,4,1,General Utilities
2017-06-05T09:50:00,4,1,Search
2017-06-05T09:55:00,194,1,Voice Chat
2017-06-05T09:55:00,105,1,Accounting
2017-06-05T09:55:00,1,1,Search
2017-06-05T10:00:00,153,1,Instant Message
2017-06-05T10:00:00,50,1,Accounting
2017-06-05T10:00:00,42,1,Voice Chat
2017-06-05T10:00:00,9,1,General Utilities
2017-06-05T10:00:00,5,1,Search
2017-06-05T10:05:00,20,1,Accounting
2017-06-05T10:05:00,14,1,Instant Message
2017-06-05T10:05:00,2,1,Search
2017-06-05T10:05:00,1,1,General Utilities
2017-06-05T10:10:00,259,1,Browsers
2017-06-05T10:10:00,40,1,Instant Message
2017-06-05T10:10:00,1,1,General Utilities
2017-06-05T10:15:00,114,1,Browsers
2017-06-05T10:25:00,116,1,General Reference & Learning
2017-06-05T10:25:00,30,1,General News & Opinion
2017-06-05T10:25:00,27,1,General Social Networking
2017-06-05T10:25:00,26,1,Email
2017-06-05T10:25:00,6,1,Search
2017-06-05T10:30:00,99,1,General News & Opinion
2017-06-05T10:30:00,64,1,General Reference & Learning
2017-06-05T10:30:00,53,1,Search
2017-06-05T10:30:00,5,1,General Utilities
2017-06-05T10:30:00,3,1,Email
2017-06-05T10:35:00,257,1,General News & Opinion
2017-06-05T10:35:00,34,1,General Reference & Learning
2017-06-05T10:35:00,8,1,General Utilities
2017-06-05T10:35:00,1,1,Search
2017-06-05T10:40:00,300,1,General News & Opinion
2017-06-05T10:45:00,300,1,General News & Opinion
2017-06-05T10:50:00,248,1,General News & Opinion
2017-06-05T10:50:00,52,1,Instant Message
2017-06-05T10:55:00,131,1,General News & Opinion
2017-06-05T10:55:00,52,1,Instant Message
2017-06-05T10:55:00,2,1,General Utilities
2017-06-05T11:00:00,235,1,General News & Opinion
2017-06-05T11:00:00,36,1,Instant Message
2017-06-05T11:00:00,28,1,General Social Networking
2017-06-05T11:00:00,1,1,General Utilities
2017-06-05T11:05:00,292,1,General News & Opinion
2017-06-05T11:05:00,8,1,Search
2017-06-05T11:10:00,300,1,General News & Opinion
2017-06-05T11:15:00,137,1,General News & Opinion
2017-06-05T11:15:00,113,1,Instant Message
2017-06-05T11:15:00,44,1,Email
2017-06-05T11:15:00,3,1,General Utilities
2017-06-05T11:15:00,1,1,Search
2017-06-05T11:20:00,300,1,Instant Message
2017-06-05T11:25:00,221,1,Instant Message
2017-06-05T11:30:00,276,1,Instant Message
2017-06-05T11:35:00,300,1,Instant Message
2017-06-05T11:40:00,300,1,Instant Message
2017-06-05T11:45:00,166,1,General Social Networking
2017-06-05T11:45:00,42,1,General Communication & Scheduling
2017-06-05T11:45:00,23,1,Instant Message
2017-06-05T11:45:00,4,1,Search
2017-06-05T11:50:00,257,1,General Communication & Scheduling
2017-06-05T11:50:00,42,1,Instant Message
2017-06-05T11:55:00,122,1,General Communication & Scheduling
2017-06-05T11:55:00,24,1,Search
2017-06-05T11:55:00,21,1,Instant Message
2017-06-05T12:00:00,227,1,General News & Opinion
2017-06-05T12:00:00,42,1,Instant Message
2017-06-05T12:00:00,29,1,Email
2017-06-05T12:00:00,14,1,Search
2017-06-05T12:00:00,1,1,General Utilities
2017-06-05T12:05:00,470,1,General News & Opinion
2017-06-05T12:05:00,122,1,Instant Message
2017-06-05T12:05:00,4,1,Search
2017-06-05T12:05:00,2,1,General Utilities
2017-06-05T12:10:00,156,1,Instant Message
2017-06-05T12:10:00,18,1,Photos
2017-06-05T12:15:00,126,1,Instant Message
2017-06-05T12:20:00,296,1,Instant Message
2017-06-05T12:20:00,52,1,Search
2017-06-05T12:20:00,32,1,General News & Opinion
2017-06-05T12:20:00,8,1,Email
2017-06-05T12:25:00,600,1,General News & Opinion
2017-06-05T12:30:00,354,1,General News & Opinion
2017-06-05T12:30:00,127,1,Instant Message
2017-06-05T12:30:00,12,1,General Utilities
2017-06-05T12:35:00,47,1,Music
2017-06-05T12:35:00,2,1,Search
2017-06-05T12:35:00,1,1,Instant Message
2017-06-05T12:50:00,42,1,Instant Message
2017-06-05T12:55:00,41,1,Search
2017-06-05T13:10:00,35,1,Instant Message
2017-06-05T13:15:00,86,1,Instant Message
2017-06-05T13:15:00,47,1,General Entertainment
2017-06-05T13:15:00,21,1,General Social Networking
2017-06-05T13:15:00,9,1,Search
2017-06-05T13:20:00,12,1,Instant Message
2017-06-05T13:20:00,3,1,Search
2017-06-05T13:20:00,1,1,General Entertainment
2017-06-05T13:35:00,8,1,General Entertainment
2017-06-05T14:40:00,41,1,General Social Networking
2017-06-05T14:45:00,240,1,Instant Message
2017-06-05T14:45:00,75,1,General Social Networking
2017-06-05T14:45:00,35,1,Email
2017-06-05T14:45:00,11,1,Search
2017-06-05T14:45:00,2,1,General Utilities
2017-06-05T14:50:00,78,1,Email
2017-06-05T14:50:00,2,1,General Communication & Scheduling
2017-06-05T14:55:00,108,1,Email
2017-06-05T14:55:00,24,1,Instant Message
2017-06-05T14:55:00,21,1,Calendars
2017-06-05T14:55:00,7,1,General Social Networking
2017-06-05T14:55:00,6,1,Search
2017-06-05T14:55:00,2,1,General Utilities
2017-06-05T15:00:00,298,1,Email
2017-06-05T15:00:00,2,1,Search
2017-06-05T15:05:00,285,1,Email
2017-06-05T15:10:00,300,1,Email
2017-06-05T15:15:00,297,1,Email
2017-06-05T15:20:00,299,1,Email
2017-06-05T15:25:00,300,1,Email
2017-06-05T15:30:00,300,1,Email
2017-06-05T15:35:00,172,1,Email
2017-06-05T15:35:00,53,1,Instant Message
2017-06-05T15:35:00,10,1,General Social Networking
2017-06-05T15:45:00,56,1,Instant Message
2017-06-05T15:50:00,48,1,Email
2017-06-05T15:50:00,2,1,Instant Message
2017-06-05T15:50:00,1,1,General Utilities
2017-06-05T16:10:00,46,1,Instant Message
2017-06-05T16:10:00,2,1,Search
2017-06-05T16:15:00,22,1,General Shopping
2017-06-05T16:25:00,93,1,Instant Message
2017-06-05T16:25:00,2,1,Search
2017-06-05T16:25:00,1,1,General Utilities
2017-06-05T16:30:00,275,1,Professional Networking
2017-06-05T16:30:00,10,1,Search
2017-06-05T16:30:00,7,1,Email
2017-06-05T16:30:00,7,1,Instant Message
2017-06-05T16:35:00,15,1,Email
2017-06-05T16:35:00,3,1,Instant Message
2017-06-05T16:45:00,34,1,Instant Message
2017-06-05T16:50:00,50,1,General Entertainment
2017-06-05T16:50:00,36,1,Instant Message
2017-06-05T16:50:00,8,1,Search
2017-06-05T17:15:00,146,1,Instant Message
2017-06-05T17:15:00,38,1,Photos
2017-06-05T17:15:00,32,1,General Entertainment
2017-06-05T17:15:00,4,1,General Utilities
2017-06-05T17:20:00,30,1,Instant Message
2017-06-05T17:20:00,3,1,General Entertainment
2017-06-05T17:20:00,1,1,General Utilities
2017-06-05T17:25:00,230,1,Instant Message
2017-06-05T17:30:00,300,1,Instant Message
2017-06-05T17:35:00,272,1,Instant Message
2017-06-05T17:40:00,231,1,Instant Message
2017-06-05T17:40:00,3,1,General Utilities
2017-06-05T17:40:00,1,1,Search
2017-06-05T17:45:00,114,1,Instant Message
2017-06-05T17:45:00,110,1,General Social Networking
2017-06-05T17:45:00,20,1,Email
2017-06-05T17:45:00,7,1,Search
2017-06-05T17:45:00,1,1,General Utilities
2017-06-05T17:50:00,123,1,General Communication & Scheduling
2017-06-05T17:50:00,3,1,General Utilities
2017-06-05T17:55:00,274,1,General Communication & Scheduling
2017-06-05T17:55:00,6,1,General Utilities
2017-06-05T17:55:00,3,1,Search
2017-06-05T18:00:00,237,1,General Communication & Scheduling
2017-06-05T18:00:00,54,1,General Social Networking
2017-06-05T18:00:00,7,1,General Utilities
2017-06-05T18:05:00,131,1,General Communication & Scheduling
2017-06-05T18:05:00,74,1,General Social Networking
2017-06-05T18:05:00,44,1,Accounting
2017-06-05T18:05:00,17,1,General Utilities
2017-06-05T18:05:00,15,1,Email
2017-06-05T18:05:00,13,1,Search
2017-06-05T18:10:00,35,1,General Communication & Scheduling
2017-06-05T18:10:00,32,1,Accounting
2017-06-05T18:10:00,29,1,Instant Message
2017-06-05T18:10:00,12,1,General Utilities
2017-06-05T18:10:00,10,1,Email
2017-06-05T18:10:00,4,1,Search
2017-06-05T18:15:00,70,1,Email
2017-06-05T18:15:00,22,1,General Communication & Scheduling
2017-06-05T18:15:00,1,1,Search
2017-06-05T18:25:00,33,1,Instant Message
2017-06-05T18:25:00,32,1,Email
2017-06-05T18:25:00,2,1,General Utilities
2017-06-05T18:25:00,1,1,Search
2017-06-05T19:10:00,4,1,Instant Message
2017-06-05T20:00:00,166,1,Instant Message
2017-06-05T20:05:00,300,1,Instant Message
2017-06-05T20:10:00,41,1,Email
2017-06-05T20:10:00,12,1,Instant Message
2017-06-05T20:10:00,8,1,General Communication & Scheduling
2017-06-05T20:10:00,2,1,Search
2017-06-05T20:15:00,237,1,Email
2017-06-05T20:20:00,289,1,Email
2017-06-05T20:20:00,11,1,Instant Message
2017-06-05T20:25:00,235,1,Instant Message
2017-06-05T20:25:00,28,1,Email
2017-06-05T20:25:00,17,1,General Communication & Scheduling
2017-06-05T20:25:00,11,1,General Social Networking
2017-06-05T20:25:00,7,1,Search
2017-06-05T20:25:00,1,1,General Utilities
2017-06-05T20:30:00,113,1,Instant Message
2017-06-05T20:30:00,97,1,General News & Opinion
2017-06-05T20:30:00,2,1,General Utilities
2017-06-05T20:30:00,1,1,Search
2017-06-05T20:35:00,189,1,Browsers
2017-06-05T20:35:00,52,1,Instant Message
2017-06-05T20:35:00,2,1,General Utilities
2017-06-05T20:40:00,300,1,Browsers
2017-06-05T20:45:00,143,1,Browsers
2017-06-05T20:45:00,29,1,Instant Message
2017-06-05T20:45:00,7,1,General Utilities
2017-06-05T20:45:00,1,1,Search
2017-06-05T20:50:00,80,1,General Shopping
2017-06-05T20:50:00,31,1,Instant Message
2017-06-05T20:50:00,3,1,Search
2017-06-05T20:50:00,1,1,General Utilities
2017-06-05T20:55:00,157,1,Email
2017-06-05T20:55:00,10,1,Calendars
